ResponseID,StartDate,EndDate,Week No.,Q001,Q001_999,Weight
R_QiRkaLcuZJMRfxv,9/6/2017 0:00,9/6/2017 0:00,36,4,Include Access go pc/mac in the package.,0.50362
R_1hQg2EkgrV4iyAe,9/6/2017 0:00,9/6/2017 0:00,36,4,,0.38268
R_UJE1gmSXuBo872p,9/6/2017 0:00,9/6/2017 0:00,36,5,Less expensive or longer more affordable subscriptions,0.13525
R_2s6FqlRNc4oZBXM,9/6/2017 0:00,9/6/2017 0:00,36,3,,0.09263
R_bI2A3giEGMojoTT,9/6/2017 0:00,9/6/2017 0:00,36,4,"Easier to collaborate like on Google docs/sheets, but otherwise it works well and I love the software.",2.25019
R_vH3vsKduofl5Vh7,9/6/2017 0:00,9/6/2017 0:00,36,5,So far so good!,0.05157
R_vCPg4YjPukvIU9P,9/6/2017 0:00,9/6/2017 0:00,36,4,,2.70233
R_rd8D5F9TBCCJFId,9/6/2017 0:00,9/6/2017 0:00,36,4,"It is not sufficiently well integrated with Apple MacBooks. It is buggy and slow on Macs. I end up using the Mac Mail program because Outlook is to buggy, but then there is not good integration between mail and Office.",0.14252
R_2BtuYCu7tYjM07k,9/6/2017 0:00,9/6/2017 0:00,36,4,"Keep it consistent from one version to another. In other words, if you know one version, you expect to find tools in the same place as the previous version.",0.20286
R_3Di2Si8CqXyi5gH,9/6/2017 0:00,9/6/2017 0:00,36,5,Easier access to my desktop.  Most of us come from the old system and still keep things on our desktop.\Sometime it is hard to get to quickly.,0.04706
R_1QzRLmvrUpYn9Hj,9/6/2017 0:00,9/6/2017 0:00,36,3,"Trouble logging in and I get a Microsoft error every time I close N Office product (Word, PowerPoint and Excel)",0.13414
R_3fBRux9Uw2gRZxo,9/6/2017 0:00,9/6/2017 0:00,36,5,,0.27135
R_1dac8Pidkl0x0we,9/7/2017 0:00,9/7/2017 0:00,36,4,,0.61484
R_r7M2c9O8datY69r,9/7/2017 0:00,9/7/2017 0:00,36,3,task bar needs to be more user friendly.  It's difficult to find particular tools,1.07128
R_YahzCyG6BYqLk0p,9/7/2017 0:00,9/7/2017 0:00,36,5,,2.71445
R_yybPI89QyoYlJND,9/7/2017 0:00,9/7/2017 0:00,36,5,,0.2246
R_2wQP9HFHKodkwMZ,9/7/2017 0:00,9/7/2017 0:00,36,3,"The apps are very heavy.   While the cloud storage is good, the updating of files from multiple devices causes the web and apps to think they were changed by a different owner and isn't a seamless process.",0.43424
R_1n3dQQhfSfCuB0n,9/7/2017 0:00,9/7/2017 0:00,36,4,,0.5791
R_12MAwNQCDAqMpwh,9/7/2017 0:00,9/7/2017 0:00,36,4,Offer packages with cloud storage without Office installation.,0.36131
R_2AHcWbWEqhuMApT,9/7/2017 0:00,9/7/2017 0:00,36,2,"I have a mac book pro and need a one-time purchase of Word, not a monthly subscription.",0.26634
R_10AwNQr2GUd61T7,9/7/2017 0:00,9/7/2017 0:00,36,4,,0.61484
R_3fjxXhLws5n2jFf,9/7/2017 0:00,9/7/2017 0:00,36,3,,0.56032
R_1GvpXKWtTBDSdxs,9/7/2017 0:00,9/7/2017 0:00,36,5,"Instead of one year at a time, make it two years. This is a great program.",0.05437
R_1z6A0A3kvzBN5tf,9/7/2017 0:00,9/7/2017 0:00,36,5,,1.16389
R_1BReNm174JbQ4AE,9/7/2017 0:00,9/7/2017 0:00,36,1,,0.26073
R_AhBBg8r31otqNAl,9/7/2017 0:00,9/7/2017 0:00,36,5,"Offer referral incentives; the process of it updating isn't clear to me. Sometimes, it doesn't update even though I have closed the programs.",0.52068
R_2VkzsgfLZxZjuQx,9/7/2017 0:00,9/7/2017 0:00,36,5,,1.09339
R_Au1kRtcROjNbHKF,9/7/2017 0:00,9/7/2017 0:00,36,1,,0.06432
R_pzR4lGH4B5igLq9,9/7/2017 0:00,9/7/2017 0:00,36,4,,0.23847
R_2Blgb1vsnT8B11r,9/7/2017 0:00,9/7/2017 0:00,36,4,,0.03799
R_NX9an4iG6gUSLy9,9/7/2017 0:00,9/7/2017 0:00,36,4,,0.09263
R_1r0PUbJKl25MVXb,9/7/2017 0:00,9/7/2017 0:00,36,4,better integration with my smart phone. Easier to navigate Sharepoint and OneDrive web based platforms,3.20297
R_3fTwx0XQHw0rREp,9/7/2017 0:00,9/7/2017 0:00,36,3,I just like that i can share across 5 machines,0.10796
R_23eKlimaJZ3wf8l,9/7/2017 0:00,9/7/2017 0:00,36,5,,0.26073
R_3QQROcjPE5RHf5i,9/7/2017 0:00,9/7/2017 0:00,36,3,,1.24767
R_33j7QCGowdhmgXq,9/7/2017 0:00,9/7/2017 0:00,36,5,,0.46911
R_3kp5xTKyh8l2eke,9/7/2017 0:00,9/7/2017 0:00,36,5,,0.68732
R_vN3jExU5xku0srT,9/7/2017 0:00,9/7/2017 0:00,36,4,,0.17823
R_3G6vNWbEOWvmSwP,9/8/2017 0:00,9/8/2017 0:00,36,5,Make sure all processes work before implementing i.e. Review,0.12505
R_T7bM0ypf9FTyGzL,9/8/2017 0:00,9/8/2017 0:00,36,5,,0.22213
R_DtP3Gwc8LXkjwMF,9/8/2017 0:00,9/8/2017 0:00,36,3,I can use it with OneDrive,0.26222
R_2tEAI9jU11SasDF,9/8/2017 0:00,9/8/2017 0:00,36,5,,0.34242
R_3NIHHSVOg0d8rhg,9/8/2017 0:00,9/8/2017 0:00,36,5,It would be even better if there was an phone app to be able to speak into the speaker and upload it to office365,2.01345
R_12xzIjywvkfFRj6,9/8/2017 0:00,9/8/2017 0:00,36,5,,1.60435
R_bORwu980WEzhE6l,9/8/2017 0:00,9/8/2017 0:00,36,5,,0.09727
R_28NYeJah5Yb4JrJ,9/8/2017 0:00,9/8/2017 0:00,36,3,,2.70233
R_8iD2Viy6HQaxHbz,9/8/2017 0:00,9/8/2017 0:00,36,2,"Got it on my computer with little problem.  When it came to putting it on my husband's, BIG problem!  It didn't recognize the key and said it had already been used.  Well, yes, because I had installed it first.  Then it said the key didn't work.  Hmmm.  Then, we finally got it onto his computer and then in about 2 months time, it didn't see it again.  Not so sure I like the product at all.  That's why I rated it a 2.",0.51171
R_2QRkquQC59HmYxZ,9/8/2017 0:00,9/8/2017 0:00,36,5,I honestly don't know. I'm completely satisfied with the package.,0.09727
R_2AWKMEsJwAMFaR9,9/8/2017 0:00,9/8/2017 0:00,36,3,"At 60 i have never been taught to use a computer and therefore, everything I know about has been gathered by using it and screwing it up.  To make it easier for me, let the ""moves"" from one place to another be simpler or more intuitive.",0.30964
R_ZDmIJYCdDCIc11L,9/8/2017 0:00,9/8/2017 0:00,36,4,not sure,0.21338
R_2ByxwGaF1nFUprF,9/8/2017 0:00,9/8/2017 0:00,36,5,I like Office 365 the way it is.,0.52427
R_e3SRLkkwUKxHggV,9/7/2017 0:00,9/8/2017 0:00,36,4,"It is very frustrating when i go to use a feature that had worked great then all of the sudden it is working less than poorly.  First example is Mail merge. Several years ago it worked great, then for about 6 months i had to use a work around.\Second example is the outline feature. It worked great then it fell apart then it worked great. Then if you reached a tenth point it word tab over a huge gap, and 11 would be back to normal.  Now it is not working well AGAIN.",0.18032
R_28CId8MoLIlYnDw,9/8/2017 0:00,9/8/2017 0:00,36,5,,0.12505
R_2OVYwlUHBDZZ8OC,9/8/2017 0:00,9/8/2017 0:00,36,5,"Do nothing, it's fine the way it is.",0.34242
R_DOfafIEteZyMy7n,9/8/2017 0:00,9/8/2017 0:00,36,4,Not sure I don't even have it now,0.22213
R_ZaSsm8JaYvICQs9,9/8/2017 0:00,9/8/2017 0:00,36,4,,0.05437
R_2U8UsSlefphHHiB,9/8/2017 0:00,9/8/2017 0:00,36,5,,1.80524
R_1dzaGEJfbGiGqYE,9/8/2017 0:00,9/8/2017 0:00,36,4,,0.92344
R_1pyuHwIAraXCXCi,9/8/2017 0:00,9/8/2017 0:00,36,4,"The personal version is fine, apps are great. I have a legacy hotmail account and it would be great to map those to outlook.com domain accounts so I could eventually move to an outlook.com address. But the O365 features of mail regardless of domain are solid.",1.84558
R_3lPSnO5GtkK1McI,9/8/2017 0:00,9/8/2017 0:00,36,5,I paid for a new year and I still getting message my subscription has expired,1.18334
R_3J2CMW5enVyGpCi,9/8/2017 0:00,9/8/2017 0:00,36,4,,0.76814
R_bPJRuOnImfG9qVz,9/8/2017 0:00,9/8/2017 0:00,36,5,include Visio and Project,0.12623
R_DiQIehQLFVV2lwt,9/8/2017 0:00,9/8/2017 0:00,36,4,"At this point, Office 365 answers my needs...",0.34242
R_1dvtCPlgLNjYcEV,9/8/2017 0:00,9/8/2017 0:00,36,5,,0.57187
R_SCPdAIZsJ34ZK1z,9/9/2017 0:00,9/9/2017 0:00,36,5,So far it works for me.,0.80623
R_1OIx9OFxXkAN0YO,9/9/2017 0:00,9/9/2017 0:00,36,4,"It's already good but if you wanna make it better, give us even more storage space again!!!",4.96103
R_3fdawSMWSMwBQxJ,9/9/2017 0:00,9/9/2017 0:00,36,4,By offering lifetime pricing with free updates instead of having to buy the program every year.,0.92344
R_2R23bidBONYdQ8O,9/9/2017 0:00,9/9/2017 0:00,36,4,Just keep looking for ways to keep technology on everyone's mind,0.50137
R_WCmJpVpUnNYSh1v,9/9/2017 0:00,9/9/2017 0:00,36,5,,1.12935
R_3nckw2PqDzvxbZp,9/9/2017 0:00,9/9/2017 0:00,36,5,,0.23142
R_sHYatXx3x2arDqx,9/9/2017 0:00,9/9/2017 0:00,36,5,,2.55217
R_2Cp72dypwlWF6YV,9/9/2017 0:00,9/9/2017 0:00,36,4,,0.2008
R_ahKbBrJXwTHBXSF,9/9/2017 0:00,9/9/2017 0:00,36,5,,3.33899
R_WBcuuWZfAg6dej7,9/9/2017 0:00,9/9/2017 0:00,36,4,Explain better the billing,0.80623
R_WCNiuJULZqYlOJb,9/9/2017 0:00,9/9/2017 0:00,36,5,,0.29514
R_24kDW5y1nUmuuYn,9/9/2017 0:00,9/9/2017 0:00,36,5,I can't think of any way.,0.22671
R_1LYwDGNa110zgpm,9/9/2017 0:00,9/9/2017 0:00,36,4,,0.04125
R_1eCthdQJkSUnjQ8,9/9/2017 0:00,9/9/2017 0:00,36,4,I mostly use Excel and I find that changing from one menu to another is very slow.  Functions like copy and paste are also very slow to respond.  Word can also be temperamental along the same lines.  Annoying.,0.82628
R_2cATK9DcDBCcr7C,9/9/2017 0:00,9/9/2017 0:00,36,5,,1.35211
R_1hJZFojUogI0lDE,9/9/2017 0:00,9/9/2017 0:00,36,3,I would rather purchase the software outright (NOT monthly)!,0.76814
R_vBpRlNaTAA4p5MB,9/9/2017 0:00,9/10/2017 0:00,36,5,Provide a tutorial,0.01538
R_wXbrmUgqbXGAH3b,9/10/2017 0:00,9/10/2017 0:00,37,4,Reduce the Annual Sub pricing,1.90016
R_3gXf7MsLiROwLzW,9/10/2017 0:00,9/10/2017 0:00,37,3,"Office 365 could be improved if it included all the programs that are available with the system and if these were compatible with the Mac. For example, through my school account, Access is not available with my account.",1.62142
R_r9jB76BNWgVM0dr,9/10/2017 0:00,9/10/2017 0:00,37,3,"Too slow to load and frequently I get ""not responding"" error messages",0.12583
R_21df6HkEzAaHOQx,9/10/2017 0:00,9/10/2017 0:00,37,5,"I just need to take the time to go through all the material you have sent; if I get through that , it will probably make my publishing endeavors quite easy and more productive.",0.05601
R_1rvPMyJxr0eZWop,9/10/2017 0:00,9/10/2017 0:00,37,5,Make it automatic update.,0.0532
R_2bNrs424WjCygaL,9/10/2017 0:00,9/10/2017 0:00,37,5,Not sure.,0.14227
R_1KvdJGNRgDaGvCD,9/10/2017 0:00,9/10/2017 0:00,37,4,Can't think of anything,1.2995
R_2WPiPbj74PAfX63,9/10/2017 0:00,9/10/2017 0:00,37,3,,1.252
R_3CCmpQXqPhbU5yN,9/10/2017 0:00,9/10/2017 0:00,37,2,No sure..,1.22451
R_2tLnYVzC6vfhas1,9/10/2017 0:00,9/10/2017 0:00,37,4,Better notification of changes\Improved clarification of upgrades,0.14446
R_2chgBwBqdh9eDHK,9/10/2017 0:00,9/10/2017 0:00,37,3,,2.0649
R_6DPRy5r13nK1YBP,9/10/2017 0:00,9/10/2017 0:00,37,1,Please don't charge me money. I am happy using freeware for word processing. Thank you.,2.10821
R_2w0rDPr6ZJg0RFH,9/10/2017 0:00,9/10/2017 0:00,37,5,"Make the table function easier to use by enabling a user to build a table with specific width/height of cell information and the type of data to be used in the cell; images, text, etc.",0.07002
R_1dou0jn2MLj9p34,9/10/2017 0:00,9/10/2017 0:00,37,4,Better compatibility with Mac,0.02749
R_3Rr92Rc8yaSIG4N,9/10/2017 0:00,9/10/2017 0:00,37,5,"I cannot figure out how to disconnect powerpoint home opening page from an old sharepoint and onedrive accounts.  I'd like it to just open directly to my files on my computer.  Would be nice to be able to set that default in a simple way from the opening page.  Otherwise, seems to work well from my perspective.",0.49293
R_OpX5Bv5VWcOU6ul,9/10/2017 0:00,9/10/2017 0:00,37,4,Make it easier to understand by giving a step by step of how it 's done.,0.03171
R_3fHrkuSoDWYGjC4,9/10/2017 0:00,9/10/2017 0:00,37,3,simplify excel and make it more intuitive. It does some strange things that take a lot of guessing to unravel.,0.06561
R_1jlckwwOuJERdmA,9/10/2017 0:00,9/10/2017 0:00,37,3,Too hard and time consuming to format files . The old versions were much more user friendly!!!!!,0.03769
R_WwhpcIgHzSKPDot,9/10/2017 0:00,9/10/2017 0:00,37,5,,0.12062
R_1Kkdtg3JdpDSQo9,9/10/2017 0:00,9/10/2017 0:00,37,3,Better tutorials,0.31416
R_2bIvNPpLDetBVp8,9/10/2017 0:00,9/10/2017 0:00,37,3,Does not give guidance on registering on my  (main device) tablet. Just keeps asking me to buy again!,0.14528
R_2EuzOZy5l3c7stm,9/10/2017 0:00,9/10/2017 0:00,37,5,,1.06139
R_1FhoEgGypcxgF38,9/10/2017 0:00,9/10/2017 0:00,37,4,,5.00009
R_1GCZx1jTDB0tRjt,9/11/2017 0:00,9/11/2017 0:00,37,5,,0.8102
R_1CcOToqNb6P8SBj,9/11/2017 0:00,9/11/2017 0:00,37,4,,0.04123
R_3stU3TvAxTA00KA,9/11/2017 0:00,9/11/2017 0:00,37,4,,0.88704
R_yEguPSmqncuhhTz,9/11/2017 0:00,9/11/2017 0:00,37,5,I really like it BUT...I can't seem to get my music to backup.,0.0552
R_2S1tT09KPX3hSuU,9/11/2017 0:00,9/11/2017 0:00,37,4,I experiience a lot of issues using Outlook. It is slow and crashes.,1.51458
R_3rNVFhe6k0RmUHv,9/11/2017 0:00,9/11/2017 0:00,37,3,Allow a purchaser to use 365 for lifetime,0.09348
R_pfruoIdOXxgLG25,9/11/2017 0:00,9/11/2017 0:00,37,5,So far I have not encourtered any issues that I can think of that would need to be upgraded.  All my Apps work grreat and I have no complaints.,0.49293
R_1It91D0FoN35WpD,9/11/2017 0:00,9/11/2017 0:00,37,2,,5.00009
R_2YQ8LByzPDXjMyx,9/11/2017 0:00,9/11/2017 0:00,37,5,Works pretty well right now I can't think of anything,0.23846
R_1OGCFY2lEO1D8r5,9/11/2017 0:00,9/11/2017 0:00,37,5,I'm satisfied now.,2.0649
R_tR7VKed5VvL3jyh,9/11/2017 0:00,9/11/2017 0:00,37,5,uses it very sparingly now used it more getting my Masters degree.,0.05203
R_2czlf1rmpKyZc3c,9/11/2017 0:00,9/11/2017 0:00,37,3,,0.48573
R_3gSCpeJj5R1ACpO,9/11/2017 0:00,9/11/2017 0:00,37,3,,0.14227
R_1eS6OibrDXVzrEp,9/11/2017 0:00,9/11/2017 0:00,37,5,More options and controls in mobile,3.64234
R_23WZepwJXZCZp8F,9/11/2017 0:00,9/11/2017 0:00,37,3,,0.89266
R_3EpdxIaF3hzTlQ1,9/11/2017 0:00,9/11/2017 0:00,37,4,"As changes are made to one or more of the programs, a description of that change should be made available so when you go to use that program there are no surprises.  That does not seem to be happening right now.",0.39683
R_6tA3WTSVe8FnDwt,9/11/2017 0:00,9/11/2017 0:00,37,1,"Not sure.  We are using Skype , which accesses Office 365, on our domain computeres and use Office 2016 client.  It is slow to open, if at all.  When we change our passwords as requested on a regular basis, Skpye seems to have a problem updating that information.  Sometimes it requires about 20 minutes of going into folders and deleting files, and settings, and a reboot or two before it is accessed.",0.0532
R_vigBMpcF1WCQSxX,9/11/2017 0:00,9/11/2017 0:00,37,3,,0.45787
R_3D1H3Kvr8JthgO9,9/11/2017 0:00,9/11/2017 0:00,37,5,Please help me to get my office 365 back somehow it has been deleted.   I am having problems with my laptop and there are things I don't know what to do. I need more space I want flash drive but it looks like I will be charge for it and I cannot afford to be charged for it.  Thank You,0.023
R_3im1PbTRAzqDYob,9/11/2017 0:00,9/11/2017 0:00,37,5,Allow on a desktop and laptop for same account,0.68944
R_3j72GhqY6CJp3vD,9/11/2017 0:00,9/11/2017 0:00,37,4,,0.31964
R_1gCGaDVU1rd4oC6,9/11/2017 0:00,9/11/2017 0:00,37,5,,1.15189
R_1DHzDUPLunDuQlw,9/11/2017 0:00,9/11/2017 0:00,37,4,,0.01877
R_3QEMes9wEiqYiha,9/11/2017 0:00,9/11/2017 0:00,37,5,,0.40292
R_1kTQQXfVTEn1jaB,9/11/2017 0:00,9/11/2017 0:00,37,5,"It would be nice if Office 365 were easier to uninstall and install onto new computers without having to go through the hassle of deauthorizing the install on another computer first, assuming your number of downloads has been already been used.",3.64234
R_sUzibyFBWZOhP6p,9/12/2017 0:00,9/12/2017 0:00,37,3,,0.42743
R_2Qo2xxowJ34RJQI,9/12/2017 0:00,9/12/2017 0:00,37,3,,2.66455
R_dg83M402z8sreed,9/12/2017 0:00,9/12/2017 0:00,37,5,,0.24933
R_1gHCFGH2PAIVdTO,9/12/2017 0:00,9/12/2017 0:00,37,5,Not sure how I will know when my year subscription needs to be renewed and how that process will occur.  My updates are purchased through COSTCO.  I am also not clear on how to get the my default screen for Excel and Word be in the format that I always use.  Other than that I really like 365.,0.05123
R_sF13MtSTOoYW1Tb,9/12/2017 0:00,9/12/2017 0:00,37,4,Always up to date,0.17665
R_1F8qUEgiIU6y4aA,9/12/2017 0:00,9/12/2017 0:00,37,5,"at this point, it does everything I need it to do",0.17955
R_2c6GxAsH4rnV5Ky,9/12/2017 0:00,9/12/2017 0:00,37,3,,0.48514
R_1rxAySVZm7Jg1nA,9/12/2017 0:00,9/12/2017 0:00,37,5,Sometimes have problems with Outlook previewing documents,0.04857
R_dok2Yj1txfmK4CZ,9/12/2017 0:00,9/12/2017 0:00,37,1,It's a racket. Ignorant to charge yearly overpriced doesn't load right no help. Awful. Time for apple products???,5.00009
R_2wSHmOJyEe13k6S,9/12/2017 0:00,9/12/2017 0:00,37,5,Take auto save away. It overwrites files and I do not have the option to save as without taking extra steps.,5.00009
R_TvEEQBumhZrMR2N,9/12/2017 0:00,9/12/2017 0:00,37,3,Be more idiot friendly...I'm not using office 365 because I can't maneuver around it...and Word won't let me type on a blank form or change files I already have.,0.19331
R_1K7vxvqqvr2cT5p,9/12/2017 0:00,9/12/2017 0:00,37,3,,3.86221
R_sNkb0Q5M2eNmXy9,9/12/2017 0:00,9/12/2017 0:00,37,4,,0.86046
R_25zTUwYqYa18vOz,9/12/2017 0:00,9/12/2017 0:00,37,4,"The newer Office versions are far more powerful, but also much more complex, than I was accustomed to in the older versions. If the 'default' settings were for simpler programs with the sophistication available deeper in the menus I would be happier. Especially true for my use of Excel and Publisher.",0.39683
R_2at8OkfV3vyMpNO,9/12/2017 0:00,9/12/2017 0:00,37,3,,0.10942
R_1GBsmRgcHDgP2oa,9/12/2017 0:00,9/12/2017 0:00,37,5,None,5.00009
R_a4QAoWo9SdrW6ZP,9/12/2017 0:00,9/12/2017 0:00,37,4,,0.09751
R_3hG6EENN7n2vz7G,9/12/2017 0:00,9/12/2017 0:00,37,3,,0.04032
R_2DMN5po4DiReT52,9/12/2017 0:00,9/12/2017 0:00,37,5,provide tutorial,0.04857
R_1C3BH1RDEu852e9,9/12/2017 0:00,9/12/2017 0:00,37,4,I use filters and macro a lot and it seems to freeze and quit responding sometimes.,5.00009
R_1i2O6ZwDnlcqDwl,9/12/2017 0:00,9/12/2017 0:00,37,5,,3.86221
R_2wjACktfcxYpVJx,9/12/2017 0:00,9/12/2017 0:00,37,4,,1.85618
R_2wdGejB4YtA6xDv,9/12/2017 0:00,9/12/2017 0:00,37,3,Cost,0.21623
R_1ILt9EJFyzEkpgA,9/12/2017 0:00,9/12/2017 0:00,37,5,I would like to have the ability to sign out of Outlook program.  We like to have one family account and I don't like signing in as a different user to see email.  I usually just look online but don't like it as much.,0.31221
R_2tszGZmbTwzViJa,9/12/2017 0:00,9/12/2017 0:00,37,1,The way messages populate when there are multiple related responses makes it messages difficult to access/find and reference or read. Please stop combining these. It is NOT convenient. Please keep all responses and sends separate.,0.1195
R_ONn5MfS81Uyz6kp,9/12/2017 0:00,9/12/2017 0:00,37,5,By allowing one to use office for a pc and laptop or mobile device.  Instead I had to purchase office for home and was charged for home and office,2.66455
R_6m7Q2iJ8obrWfDz,9/12/2017 0:00,9/12/2017 0:00,37,5,,0.10942
R_V2WWpQDju045LPz,9/13/2017 0:00,9/13/2017 0:00,37,1,"I feel that all the work I have done in XL and Word for the last 25+ YEARS is being held ransom for 'renting"" Office 365 which has many nice widgets that I will never use.",1.75778
R_3p5ymq85i8fTuRV,9/13/2017 0:00,9/13/2017 0:00,37,4,,0.05203
R_2DZhheB8JrxxCec,9/13/2017 0:00,9/13/2017 0:00,37,3,Include Avery label maker.,3.15608
R_RsnFWNcT9eu5AFr,9/13/2017 0:00,9/13/2017 0:00,37,4,,0.04341
R_1jZGPMZwBuyCMJc,9/13/2017 0:00,9/13/2017 0:00,37,4,All is good,0.26639
R_1JVnqM1SF0javTY,9/13/2017 0:00,9/13/2017 0:00,37,4,,0.08479
R_1Eg5BIg8v9uX542,9/13/2017 0:00,9/13/2017 0:00,37,2,"With each annual update, it's like I have to relearn Office. Things get changed and moved around or reassigned for no apparent reason other than to say that it's new and improved.",0.19766
R_1jyb5RlgGzy4jrr,9/13/2017 0:00,9/13/2017 0:00,37,4,I think it's fine. I don't know how to make it better.,1.62142
R_9Llq2U8nx5X3fyx,8/30/2017 0:00,8/30/2017 0:00,35,4,,0.09824
R_2awycTVZZ4hTnd0,9/13/2017 0:00,9/13/2017 0:00,37,3,I am not as tech savvy as the younger generation so every time you upgrade something by the time I get the hang of it you change it again. I am always behind.,0.05203
R_23127JScWiJLrGI,9/13/2017 0:00,9/13/2017 0:00,37,4,,0.03244
R_2t9VsDrOJ9JJHFF,9/13/2017 0:00,9/13/2017 0:00,37,2,just make it software installed on the computer one time instead of having to pay for it every year.  too expensive this way.,0.12752
R_1ghclYlwMHfNbvp,9/13/2017 0:00,9/13/2017 0:00,37,3,,1.62142
R_06c8XzDMoaB7SaR,9/13/2017 0:00,9/13/2017 0:00,37,5,Everything is fine . . . I've had no problems whatsoever.,0.04857
R_2pJlSBalJUfep6a,9/13/2017 0:00,9/13/2017 0:00,37,3,I liked the old outlook much better. I am unable to get my old address book for email.,0.10942
R_DPmBCZGN9WAUbpn,9/13/2017 0:00,9/13/2017 0:00,37,5,,1.62142
R_3G0XETjjhJzeTSN,9/13/2017 0:00,9/13/2017 0:00,37,5,make sure the updates install correctly which they did not this morning,0.40925
