"","all.ResponseID","all.wc","all.polarity","all.pos.words","all.neg.words","all.text.var","group.ResponseID","group.total.sentences","group.total.words","group.ave.polarity","group.sd.polarity","group.stan.mean.polarity"
"4227","R_1117rQeyVuvetJa",42,-0.123442679969674,"c(""excel"", ""excel"", ""easier"")","confusing","Use the same functions in Word as in Excel.  The way things are done in Excel is not always the same as in Word.  It gets very confusing to remember those differences and would be easier if things are done the same.","R_2zdOXnbfbfeT8iG",1,18,0.471404520791032,NA,NA
"4228","R_27BTbehobw4DhOH",24,0,"-","-","I think that office 365 when turned on should go to the project that you are working on, without having to ser and program everything.","R_2zdsJqyYLA18EgH",1,0,NA,NA,NA
"4229","R_2scZNG37mOaITy2",0,NA,"-","-","","R_2zdydG4YWXRq3JR",1,11,0,NA,NA
"4230","R_2cc3icvRYoiZ7cj",4,0,"-","-","That’s your job.","R_2ZE3KsVHReOWmb1",1,3,0,NA,NA
"4231","R_1KfELAvxGEd0sMx",8,0,"-","-","No comments at this time still adjusting myself.","R_2ze94898AIQ9RYJ",1,0,NA,NA,NA
"4232","R_aaQFfii0I1QnQBz",13,0,"-","-","The price for renewal is very high. Money is tight for retired couples.","R_2ZEnT07KZMnNsM3",1,4,0.5,NA,NA
"4233","R_3hnhwKKw3MVo2rW",26,0,"c(""easy"", ""easier"")","-","If you get a file (let's say a PowerPoint) sent over email.there is no easy way to open it in Microsoft 360. It should be easier","R_2zGaB68yt3W4Seq",1,0,NA,NA,NA
"4234","R_1gtGFi1T0UboUZk",0,NA,"-","-","","R_2zGesKEgZx7HL4W",1,0,NA,NA,NA
"4235","R_2xxfULq3bkFvAGD",14,0.267261241912424,"works","-","It works for everything I do with it, do I cannot think of anything.","R_2zGfak52clvlisI",1,14,0.267261241912424,NA,NA
"4236","R_1OHJvECv2YJb33y",0,NA,"-","-","","R_2zGhPFrBbdIY4iS",1,7,0.377964473009227,NA,NA
"4237","R_2X5q8v0Gq1n87Zb",0,NA,"-","-","","R_2zhDs36aHDmBvLb",1,7,0,NA,NA
"4238","R_7O4SqALSXZhHflD",6,0,"-","-","not too much at this time.","R_2zhE0LynLBPi3oi",1,0,NA,NA,NA
"4239","R_2fqSOnduj8kD05b",4,0,"-","-","I have no suggestions.","R_2zhHKEsaDgFrC9K",1,0,NA,NA,NA
"4240","R_24zOcv203cFGIHJ",8,0.353553390593274,"easier","-","Easier interface with other apps i.e. Evernote","R_2zHlYG8rLOFNjDC",1,2,0.707106781186547,NA,NA
"4241","R_1joLsBQaSuyY73a",4,0,"-","-","Availability on windows phone","R_2zHNDs8ykA6QkRj",1,11,0,NA,NA
"4242","R_2alVgLCziEpkJXQ",18,0,"-","-","It has a lot of features, but you have to google to figure out hoe to use them","R_2zi2R7DE8R6C9Rs",1,79,-0.112508790092602,NA,NA
"4243","R_301yU5odtDwORjy",0,NA,"-","-","","R_2zIaRn76EJrb59f",1,4,0,NA,NA
"4244","R_2zdydG4YWXRq3JR",11,0,"-","-","Give me a clue to help me print what I select","R_2zih4hQZSqUbDu7",1,6,1.22474487139159,NA,NA
"4245","R_1hRma7euScVYBJp",0,NA,"-","-","","R_2zIIfmzM42BuMNq",1,7,0.377964473009227,NA,NA
"4246","R_3qKjI4uorJFvh84",0,NA,"-","-","","R_2ZIkA0SjwPniFb1",1,31,0.826184389323165,NA,NA
"4247","R_21omsMlaNKSD79f",2,0.707106781186547,"better","-","Better tutorials","R_2ZIlv6zF5dHQkHY",1,0,NA,NA,NA
"4248","R_1FFzZ1KUL3PPd8T",0,NA,"-","-","","R_2zIMZfqTLU4Vmhp",1,4,0.5,NA,NA
"4249","R_2TKKTTJaj2kIqxq",0,NA,"-","-","","R_2ziOUwqJhtCTJik",1,5,0.447213595499958,NA,NA
"4250","R_33Dtw1OJlKqsM1O",6,0.408248290463863,"easier","-","Easier to change the font size.","R_2zIxfiuhPwOnIHu",1,0,NA,NA,NA
"4251","R_oYUD5w0cHYg8uEF",0,NA,"-","-","","R_2ZIZDDT5w7ejFCV",1,0,NA,NA,NA
"4252","R_1f7tNaDK0njquxj",0,NA,"-","-","","R_2zj3Ez6IMkxxYHe",1,0,NA,NA,NA
"4253","R_3MaImKRXSnh5B5u",0,NA,"-","-","","R_2ZJIu6Aw8cyOkxT",1,15,0,NA,NA
"4254","R_2pWtZm5JqxhHlkA",0,NA,"-","-","???","R_2ZJLkAknxTpvD8K",1,0,NA,NA,NA
"4255","R_3iVZaRB8Lhdhb6C",0,NA,"-","-","","R_2zjNh5OKz5PurWB",1,9,0.333333333333333,NA,NA
"4256","R_3k7GKXqt1730Oq6",0,NA,"-","-","","R_2ZJqOddpcXkZbNw",1,0,NA,NA,NA
"4257","R_12SgGAfKBNTqpBx",10,0,"-","-","It is okay and provides most of what I need","R_2ZJu3EC7388PUrk",1,53,-0.274721127897378,NA,NA
"4258","R_3lbYAK7eyWboXKh",3,0,"-","-","Still  need time","R_2ZJu3ElV15dxlHp",1,0,NA,NA,NA
"4259","R_qPjPNseYh7KOIZH",0,NA,"-","-","","R_2zjvDE8IDBvpnKI",1,0,NA,NA,NA
"4260","R_1nMYovB2Xhdcuws",0,NA,"-","-","","R_2zjXjOvLKGsdpxE",1,2,0,NA,NA
"4261","R_3QRwDcNS202f7Ws",0,NA,"-","-","","R_2zjXvSO6XJMDRdz",1,0,NA,NA,NA
"4262","R_Y3wTQqWcZSWW7Rf",5,-0.447213595499958,"-","bugs","Resolve bugs on mobile's version","R_2zkampIhDEdejgZ",1,17,0.242535625036333,NA,NA
"4263","R_yOuVLJdHsEVL9PX",5,0.447213595499958,"-","issues","No issues, at this time.","R_2zkAQd693fA77HU",1,8,0.353553390593274,NA,NA
"4264","R_SJM66zshxDLsEbn",0,NA,"-","-","","R_2ZKCekcHOdp2wuU",1,65,0.248069469178417,NA,NA
"4265","R_xi2xSUirzB6W3xn",4,0,"-","-","Nothing comes to mind","R_2zl8BrD80ClAhbH",1,19,0.917662935482247,NA,NA
"4266","R_2PC0J2fuOsZ2p5X",0,NA,"-","-","","R_2zLOvTmFU12FCDO",1,4,0,NA,NA
"4267","R_3qEUMN7AcPCsDJ4",2,0,"-","-","No suggestipnsy","R_2zMd21NMZySMrXB",1,88,-0.298481002897855,NA,NA
"4268","R_3g7S9Ln8Lmx0dIt",0,NA,"-","-","","R_2zMembodqUI1KmV",1,0,NA,NA,NA
"4269","R_1JVGeteWQfN57Ya",3,0,"-","-","Changing subscription model","R_2zMwfKVZx2W4Rgn",1,25,0.2,NA,NA
"4270","R_CgCS9Y40ZIlPrXz",0,NA,"-","-","","R_2ZNQYWJqx8YtsBb",1,23,-0.208514414057075,NA,NA
"4271","R_25Zxigw0p1nZH4E",0,NA,"-","-","","R_2ZNv506pnNyqx3d",1,41,0.437286533288097,NA,NA
"4272","R_1gei8ziJnhrcHkK",29,-0.334251608718693,"-","annoying","Stop changing defaults such as save locations for where documents are saved. Same goes for windows updates. Very annoying to have to spend time changing your setting back continually.","R_2znWrRHXQ5ExVV3",1,0,NA,NA,NA
"4273","R_x4mq1WOQ5mzjVm1",19,0.458831467741123,"c(""well"", ""like"")","-","well, to me, it's like leasing a car except with a car you lease for more then one year","R_2ZNZIhEB4l5OV09",1,13,0.499230176602706,NA,NA
"4274","R_D5H90QrgMqUJsRP",14,0.587974732207334,"c(""like"", ""simpler"", ""like"")","-","I would like it to be a little simpler for users, (like for dummys)","R_2zO0jjQ9VbI8Pj9",1,6,0,NA,NA
"4275","R_3R46RCzVBQAVgXh",0,NA,"-","-","","R_2ZOBRRqKto3wPFh",1,3,0,NA,NA
"4276","R_eWYsejIskFd4oTf",10,0.316227766016838,"excellent","-","Nothing comes to mind.  I think it's excellent as is","R_2zOptIqiNcuVTNF",1,23,0.16681153124566,NA,NA
"4277","R_2f1mHtHFsR22iUE",11,0.241209075662211,"affordable","expensive","It's too expensive!  Make it more affordable.  Switched to Open Office.","R_2zOU6GLbrUfLEmf",1,77,-0.113960576459638,NA,NA
"4278","R_1ovDsGAQEu1com2",20,0.223606797749979,"like","-","The computer I was using stopped working and I would like to transfer office 365 to my iPad. Can you help","R_2ZOXO95K2j0HEKX",1,4,0.5,NA,NA
"4279","R_bKunVKS5cgPIVgZ",0,NA,"-","-","","R_2zpRhqi5ThXZyuQ",1,7,0.377964473009227,NA,NA
"4280","R_29p4zOHrOcAgZZE",3,0,"-","-","hmmm... not sure","R_2zpSUldwmPkQl1i",1,19,-0.183532587096449,NA,NA
"4281","R_1E6bPV5IUQvdGdX",28,0,"-","-","Perhaps a link bar with an asterisk beside certain features where there are specific videos to augment help. I have to minimize and go to you tube directly.","R_2zpv3FR3WIQ1IBL",1,5,0.447213595499958,NA,NA
"4282","R_3L7M5Vs9RFzx2yL",0,NA,"-","-","","R_2ZQ5Z6gXoreUMtM",1,0,NA,NA,NA
"4283","R_2DMmqpQ0eSkhZSl",6,0.408248290463863,"better","-","Better instructions for non office users.","R_2ZQcKBbWygEvyZi",1,11,0.603022689155527,NA,NA
"4284","R_33qVTsgucpjQfrC",0,NA,"-","-","","R_2ZQCqfLFun1Ov2X",1,13,0.776580274715321,NA,NA
"4285","R_2Yt9p1M3iiilqYa",13,0,"satisfied","-","Actually, I am satisfied, except I have Office 365 for one year, than what?","R_2zqIMOHY010u8it",1,20,0.402492235949962,NA,NA
"4286","R_3scttp3Yb3ne3j3",23,0.208514414057075,"simplified","-","A wider selection of MS Word personal letter templates and/or a simplified way of removing/replacing template clipart designs in existing templates.","R_2ZQOM3VZEO8Y2wn",1,23,-0.625543242171224,NA,NA
"4287","R_2ZTtsoRiMaN3rvg",2,0,"-","-","more tutorials","R_2zSDzPcMv4Y8E7w",1,0,NA,NA,NA
"4288","R_xlqoZ4tZtajDbfb",4,0,"-","-","nothing at this time","R_2zT0uXXwFNtvISA",1,0,NA,NA,NA
"4289","R_rpErAGSuKEEs7W9",16,0,"c(""like"", ""user friendly"")","-","I just don't like it.  Doesn't feel user friendly.  I avoid using as much as possible.","R_2zT1aclMEXeHzDJ",1,18,0.235702260395516,NA,NA
"4290","R_2uWi4Qg2DIcFe1d",0,NA,"-","-","","R_2zT45AwxuQsxbj7",1,8,0.353553390593274,NA,NA
"4291","R_1mk0PVB1HGOSR0f",7,-0.377964473009227,"recommend","-","I don't usually recommend products to anyone.","R_2ZTQjnOzjWircXT",1,17,0,NA,NA
"4292","R_yKG0bhLf8nEJYjf",0,NA,"-","-","","R_2zTsuYBUSzN0aRK",1,38,-0.486664263392288,NA,NA
"4293","R_3qQbCoa8PB6nhb9",0,NA,"-","-","","R_2ZTtsoRiMaN3rvg",1,2,0,NA,NA
"4294","R_1hz2RIgRvTeo5Go",2,0,"-","-","Lower price.","R_2ZTUFcpjGgy6ARL",1,13,0.277350098112615,NA,NA
"4295","R_3k074Sk58AaJdFi",0,NA,"-","-","","R_2ZU2A7Bo1XadBbe",1,0,NA,NA,NA
"4296","R_2XdtgGzkpTqoBu2",22,0,"c(""work"", ""right"")","-","Email attachments DON'T work. I have to forward them to gmail to view or download. Please remove the ads on the right.","R_2zUB819ikEvrNkI",1,4,1.4,NA,NA
"4297","R_2dMdf8gRouViAoi",34,0.171498585142509,"c(""refresh"", ""refresh"", ""refresh"")","-","I often use multiple computers and need to edit a file on one computer that I recently edited on another, but the file won't refresh easily.  When you choose ""Refresh"", it should actually refresh.","R_2ZUDbjpTxevZ3aX",1,0,NA,NA,NA
"4298","R_1oFSnghiv4UMd8F",9,0,"-","-","Make license able to seperate from one to another.","R_2ZUox20BHa7fPia",1,0,NA,NA,NA
"4299","R_3nGJII5m6W4chwe",8,0.353553390593274,"great","-","I think it's great the way it is","R_2zUX7qvzIHSVf8c",1,6,0.816496580927726,NA,NA
"4300","R_3O1dpwQdQMnajYx",0,NA,"-","-","","R_2ZVJP26HZUBUDSS",1,0,NA,NA,NA
"4301","R_Xwi2esRrPIDwpYR",0,NA,"-","-","","R_2ZVJwWMVBcFEZit",1,0,NA,NA,NA
"4302","R_3NP8g1tqvfiswcK",18,0.471404520791032,"c(""improved"", ""better"")","-","Improved outlook, better spell & grammar check capabilities, quick access to calendar from anywhere in office as Pop Up","R_2zVmT1tJNVKZNds",1,22,-0.21320071635561,NA,NA
"4303","R_2vhQmV8m0RpH7QE",0,NA,"-","-","","R_2ZVs1UuI6pDmd7M",1,0,NA,NA,NA
"4304","R_2WV9ZFIKgm4fwLn",0,NA,"-","-","","R_2zvw1AFGoOMAyXn",1,6,0.816496580927726,NA,NA
"4305","R_1QcQ3bZenidNEZl",0,NA,"-","-","","R_2ZWdeYqwnuRc6wo",1,16,0.25,NA,NA
"4306","R_2UfoBXeiKHxI1AX",0,NA,"-","-","","R_2zwHQJH2IXiPymh",1,0,NA,NA,NA
"4307","R_2e3gbNiWTmKSFNd",0,NA,"-","-","","R_2zwoUNCtrHWOT9U",1,0,NA,NA,NA
"4308","R_5i4AY8wmnb6ZOjn",0,NA,"-","-","","R_2zx3Dp0ZvEWMjR7",1,1,0,NA,NA
"4309","R_11YFWfot2S6hKBi",0,NA,"-","-","","R_2ZX3iUGNSi5mraU",1,0,NA,NA,NA
"4310","R_2aEPs4aTcw7ry4e",0,NA,"-","-","","R_2zx5lND5YD5ZhCd",1,5,0.0894427190999916,NA,NA
"4311","R_1PUc6g2XAiryYYc",0,NA,"-","-","","R_2zXPq1Ga68ip2Ae",1,0,NA,NA,NA
"4312","R_3nedxeejLGNygUN",0,NA,"-","-","","R_2zXS83IgTUHy9rV",1,0,NA,NA,NA
"4313","R_3e1Q7ebfcTTmwQK",21,0.218217890235992,"ready","-","SYNCHRONIZE APPTMT LOCATIONS INTO GOOGLE MAPS, DSO THAT IT SYNCS UP AUTOMATICALLY WHEN I AM READY TO DRIVE TO THE APPTMT","R_2zYBDa5fxeQx0UA",1,9,0.333333333333333,NA,NA
"4314","R_2XcUkcQC9VtlPgl",8,0.0707106781186547,"cheaper","-","Make it a little but cheaper for students.","R_2ZZFTpOmjd9Acoi",1,41,0.718399304687588,NA,NA
"4315","R_Xj4TN3jzbNbOF5T",0,NA,"-","-","","R_2zZpcgtY07HFv31",1,9,0.0666666666666667,NA,NA
"4316","R_8kQf2ORoxDFnPSV",23,0,"-","-","explain what it is.  I am a dynmics user and some how Office 365 entered the picture.  I have no idea how or why.","R_2zZVouO1BtIJEZe",1,9,0.333333333333333,NA,NA
"4317","R_BVNZDqtpMlxnf3z",0,NA,"-","-","","R_3003sA6DRbXgh6A",1,0,NA,NA,NA
"4318","R_1iaLh1o5M6b74EO",55,-0.377551922979416,"c(""like"", ""like"", ""like"")","annoying","I don't like having to repeatedly type in a category when I want to use graphics.  Very annoying and it wasn't like that before.  Find a picture that I like and insert it--and go back to look at more or get a 2nd one in same category and have to start all over again.","R_300ExNX3FnFPx4N",1,26,0.392232270276368,NA,NA
"4319","R_27CDSm5I8BP4GTa",5,0.447213595499958,"cheaper","-","Make it cheaper per month.","R_300r58PzRLEb1IM",1,0,NA,NA,NA
"4320","R_1IyrdGOkwc2SBtZ",3,0.577350269189626,"cheaper","-","Make it cheaper.","R_300shnDAzGld4Z5",1,0,NA,NA,NA
"4321","R_1i9F004eBWDr9bL",20,-0.447213595499958,"c(""user friendly"", ""well"", ""work"")","difficult","I find it not user friendly.  I am not well versed in computers and find it difficult to work with.","R_301TDufcXO8xpGq",1,2,0,NA,NA
"4322","R_0iF29GeMKxdFjS9",40,-0.126491106406735,"c(""work"", ""excel"")","c(""annoying"", ""annoying"")","I use the pen as an input device and it won't work in the heading area of excel. It is very annoying. I don't use inking at all. I have to switch from pen to mouse and it is annoying.","R_301xrhVRqUil4f4",1,0,NA,NA,NA
"4323","R_1liZBwaZuZ5yjos",13,0.499230176602706,"c(""easier"", ""intuitive"", ""great"")","-","Easier to use and more intuitive for those of us not great online.","R_301yU5odtDwORjy",1,0,NA,NA,NA
"4324","R_2dAPILg9PeqQZv3",4,0,"-","-","More tutorials and templates","R_302gSuhsKT5PoKN",1,4,0.9,NA,NA
"4325","R_3NUHJlsSvM4BEek",0,NA,"-","-","","R_302KDI2CIPlpZB8",1,56,0.828509849928516,NA,NA
"4326","R_sdpFzGyL8xjuuSB",0,NA,"-","-","","R_302KPqVoGeSCFsB",1,0,NA,NA,NA
"4327","R_2CJ22J9HkPmczi9",29,0,"c(""like"", ""excel"")","c(""delays"", ""annoying"")","It needs to feel more like desktop Office.  There are huge delays in Excel when clicking on features and tools.  VERY annoying when used to using the normal program.","R_302XZz5lyiJLD46",1,10,0.316227766016838,NA,NA
"4328","R_3J8Z5oIykE7w86T",0,NA,"-","-","","R_3034WC2rTGmtPQN",1,0,NA,NA,NA
"4329","R_3smIDMJXa6RHKfs",7,0,"-","-","Expense of software l don’t own.","R_3036iZ7ZBhqhnuo",1,58,0,NA,NA
"4330","R_ToM2RLY4U5NQOA1",18,-0.471404520791032,"-","c(""cloud"", ""issue"")","Fix the cloud sign-in issue ""_vti_rpc"" when editing and saving documents from OneDrive on a PC.","R_3037nt55AJL4kbp",1,0,NA,NA,NA
"4331","R_ylNsrtOzIfMSil3",31,-0.035921060405355,"like","c(""problems"", ""difficult"")","I've noticed problems in word with indentations and bullet points where it's difficult to reverse your indentations or bullet points. I would also like more customizable bullet points and numbered list","R_305KH6SFwddqUSw",1,62,0,NA,NA
"4332","R_2t04xeRZazuySJS",7,0,"-","-","Outlook update has 'hosed' up my laptop","R_3061OlFWfpJlFBn",1,9,0.333333333333333,NA,NA
"4333","R_2eX6ZpS6pvVavNf",28,0.340168025708305,"sophisticated","-","More Spanish user apps.  For example, app for Spanish writers, such as an in-depth or more sophisticated grammar engine to the level of Grammarly for Spanish users.","R_3067iGyJgX5YyYi",1,0,NA,NA,NA
"4334","R_Z3FtEjmHYFXFrcR",7,0.680336051416609,"happy","-","very happy -cannot think of any change","R_3077iuQmuIIS7PM",1,0,NA,NA,NA
"4335","R_3NxnJDh9Ux7Hb9D",30,-0.182574185835055,"c(""work"", ""efficiently"")","c(""bug"", ""annoying"", ""hard"")","The vti_rpc bug is annoying.  It isn't that hard to work around.  It is more about it being part of a paid service and that not being fixed efficiently.","R_307hKy1MZi0f2nJ",1,12,0,NA,NA
"4336","R_3n3iheuq35i8W7k",6,0.408248290463863,"improved","-","Improved on line help for Word 2016.","R_307Qa9PhC4NWRHU",1,3,0.577350269189626,NA,NA
"4337","R_3enysiG3QYYI4uA",0,NA,"-","-","","R_308ctyJZs8b1ToB",1,0,NA,NA,NA
"4338","R_27iYMg3IxZEfVZy",0,NA,"-","-","","R_3093lbDoLZBZfw1",1,10,0,NA,NA
"4339","R_1Hp06fCackXRnx6",0,NA,"-","-","","R_30cMSxMm9PsIRqF",1,0,NA,NA,NA
"4340","R_24Hj7Ujdb2nBnZz",0,NA,"-","-","","R_30co1Q20Om0pxyj",1,13,-0.554700196225229,NA,NA
"4341","R_sz2xg34mUgbc0Jr",7,0.680336051416609,"best","-","N/A Office is the very best","R_30daXWBUKQE5FMP",1,0,NA,NA,NA
"4342","R_CgGtfAmhR5Taakh",0,NA,"-","-","","R_30dWpSIFgHb7jpz",1,0,NA,NA,NA
"4343","R_1Pe1wk1e357lHZH",5,0,"-","-","Keep expanded the Microsoft ecosystem.","R_30e0CrYGTe4RO4R",1,6,0.408248290463863,NA,NA
"4344","R_6XMfXg5lU1kOjJf",0,NA,"-","-","","R_30eDFBkQNBOovTT",1,12,-0.288675134594813,NA,NA
"4345","R_22ugUit2mDUHXC8",13,0.499230176602706,"intuitive","-","loading speed and being more intuitive about settings and where to find items","R_30eKbPZdfBnweeY",1,0,NA,NA,NA
"4346","R_1rudbbpSg9uVMry",0,NA,"-","-","","R_30f0d8q6QbJUtVI",1,0,NA,NA,NA
"4347","R_1iqT46OXfcTE5ZC",0,NA,"-","-","","R_30f3nwc4UUOTAlk",1,28,0,NA,NA
"4348","R_3NOQbLzdcXNeTsg",6,0,"-","-","Bring all windows features to Mac","R_30f7NQZv37qL4lK",1,0,NA,NA,NA
"4349","R_3FXWBTztJxyRl5B",0,NA,"-","-","","R_30iaak6938pEpVO",1,0,NA,NA,NA
"4350","R_DvODxUizzW4Ytah",0,NA,"-","-","","R_30iSgG8H6eFidjs",1,10,0,NA,NA
"4351","R_2COGdNIbCnB0vjf",7,0,"-","-","Outlook on 365 does not have full functionality","R_30jig35AYDyMrFV",1,0,NA,NA,NA
"4352","R_1Q3JIDd7Wem02IZ",0,NA,"-","-","","R_30jlDxWQIprtG5s",1,5,0.894427190999916,NA,NA
"4353","R_3KNJqDtMO6GFpB2",36,0,"thank","bug","Please fix the bug in Outlook that doesn't save my screen color preference, even though the box is checked to save my settings.  Have to reset my colors every morning when I log in.  Thank you,","R_30kKUotcliNFeaB",1,6,0.408248290463863,NA,NA
"4354","R_115v4P6qfawz43G",3,0,"-","-","offer live chat","R_30kr1GxmOlOzSf2",1,74,-0.464990554975277,NA,NA
"4355","R_115dnOnGC6w2OGQ",2,0,"-","-","Csn’t","R_30nGq1DHEqkOBsw",1,0,NA,NA,NA
"4356","R_3JabgXrhYMp6HF3",0,NA,"-","-","","R_30oDuGaGHGuUI8w",1,0,NA,NA,NA
"4357","R_2WBh4HdTP9jlrhG",9,0.333333333333333,"easier","-","Easier to get questions resolved via email or telephone.","R_30oh3o4i3PhzAiM",1,11,0.904534033733291,NA,NA
"4358","R_2xShK7eRdRnVkzk",0,NA,"-","-","","R_30oV96JQoK6CyY9",1,6,0.408248290463863,NA,NA
"4359","R_2xX0cBl9AJUIsrU",0,NA,"-","-","","R_30qO8nzTwwtFbcz",1,0,NA,NA,NA
"4360","R_ANWWtvB7flhuSjv",0,NA,"-","-","","R_30qQOi82ybe5Yg6",1,1,-1,NA,NA
"4361","R_ToNZlCRQ3d79S93",0,NA,"-","-","","R_30qQyEgWK4H09U0",1,0,NA,NA,NA
"4362","R_1yQHye8x2Yyg4O5",0,NA,"-","-","","R_30r9t3x7VpDOFsd",1,3,0.577350269189626,NA,NA
"4363","R_s6z28xHeV6qyXGF",2,0.707106781186547,"-","complaints","No complaints","R_30tNSkO6f0DmYYh",1,0,NA,NA,NA
"4364","R_2aK1ob1TGaGWmV0",0,NA,"-","-","","R_30u8IE8e9ihy1ep",1,10,0,NA,NA
"4365","R_UX8O7DnEUMwPYsN",23,-0.208514414057075,"-","expensive","It is way too much for me and too expensive.   All I need is word...I am retired and only do family things.","R_30uEbtZ4aCAGTmt",1,8,0.353553390593274,NA,NA
"4366","R_21oFRcGYhY71Yu0",0,NA,"-","-","","R_30uenqNOBmLis2c",1,0,NA,NA,NA
"4367","R_vOXupVEbRyPlXCF",9,0,"-","-","stop requiring us to pay for it every year!","R_30ugSFZEZpHkhRX",1,0,NA,NA,NA
"4368","R_2dRAUIiBtHZRYkJ",0,NA,"-","-","","R_30v5gSc8URt5i7Q",1,6,0,NA,NA
"4369","R_2dg0KRq1kGmOM6M",8,0.353553390593274,"free","-","Make it free. It cost WAY to much.","R_30vmxfs8A81YF4R",1,19,0,NA,NA
"4370","R_2fBRD9Balq3qhyx",2,-0.707106781186547,"-","expensive","less expensive","R_30vpE8ocOnAvbtJ",1,0,NA,NA,NA
"4371","R_5dORx4S7oGWekmZ",0,NA,"-","-","","R_30vpvH15KNvMTbX",1,0,NA,NA,NA
"4372","R_3kH9FnS5Pg2iKOr",0,NA,"-","-","","R_30vqPZ5fwjRqM73",1,2,0.707106781186547,NA,NA
"4373","R_2AQYF7tgBCmBAL4",35,0.50709255283711,"c(""like"", ""transparent"", ""better"")","-","More tools and options when you are working on publisher... like allowing the font being transparent to the background while you hace the textbox with color, creating better images while you want to save it.","R_30w4pnuYytEnGGK",1,0,NA,NA,NA
"4374","R_OCYRo78N5f0GEh3",0,NA,"-","-","","R_30w93uDRrfJnXJm",1,4,0.5,NA,NA
"4375","R_2c8eNa5dXRCw8Dk",66,0.492365963917331,"c(""right"", ""support"", ""like"", ""easier"", ""support"")","trouble","Having trouble with Outlook 16! Frequently I get the yellow flag and it will NOT open. There is NO place to LOG OUT in this program:-( Often when you can do that it will right itself. Still looking for a number to call for support:-( Your program needs some TLC. ) I personally would like the ability to LOG OUT! and easier on line support. Paulette J. Meeks","R_31AdUNTJbZQFRdR",1,0,NA,NA,NA
"4376","R_9RXA7kbwNAp7xE5",1,0,"-","-","zz","R_31Af6THoq08jqab",1,0,NA,NA,NA
"4377","R_23WWOrf26BPbFEu",0,NA,"-","-","","R_31AYz73dlBbdN9z",1,0,NA,NA,NA
"4378","R_1CeTalUo2c6Y7eX",0,NA,"-","-","","R_31barHOOczsdPfL",1,9,0,NA,NA
"4379","R_31cmVZnCZXgqfIC",0,NA,"-","-","","R_31cmVZnCZXgqfIC",1,0,NA,NA,NA
"4380","R_eEsvbC5sSGhclt7",3,0,"-","-","reduce the price","R_31cnbSovV7u5yHb",1,10,0.316227766016838,NA,NA
"4381","R_27CgXfgPDUGXJE0",4,1.4,"c(""works"", ""great"")","-","Works great for me.","R_31cpRRkw0o2Tlv1",1,4,0,NA,NA
"4382","R_2WNmqWBOIFy9Zci",12,0.577350269189626,"c(""like"", ""great"")","-","Just keep Modernizing like you have been. Great Job Guys and Gals!!!","R_31d6FzPKH7KR9Xs",1,4,0,NA,NA
"4383","R_3PcTNpM4lBly6Zq",7,0,"-","-","Will not down load from my subscription","R_31dENSd9MbNIaqZ",1,1,1,NA,NA
"4384","R_2fs13yjD21i5Lip",25,0,"-","-","You send notices that you will process the monthly payment on a certain day and then usually process the payment several days before that date.","R_31EDmbuvpJX8tfc",1,0,NA,NA,NA
"4385","R_pFcmdBQyQNtLx6x",0,NA,"-","-","","R_31EHDGzPT515MsP",1,8,0,NA,NA
"4386","R_XYRIimbZTqpkDjH",0,NA,"-","-","","R_31EjkmPUXl8Qk9s",1,58,0,NA,NA
"4387","R_1IJWOLqOs4pIa6o",45,0.447213595499958,"c(""like"", ""better"", ""like"", ""like"")","messing","I would like a better log-in procedure. For example I would like to go straight to outlook instead of messing around in my Microsoft account to get there.   I would also like to be blue to put a shortcut for outlook on my desktop.","R_31EQT93bmpBIxqz",1,3,0.577350269189626,NA,NA
"4388","R_1GK5d1zFylh25uw",0,NA,"-","-","","R_31FSXXwOCJFpMpb",1,0,NA,NA,NA
"4389","R_RRC7QVvRxMwDNND",0,NA,"-","-","","R_31FvrYUAATE1gTF",1,26,-0.196116135138184,NA,NA
"4390","R_1DZNb7Xtm78WsAG",9,0,"-","-","Outlook synchronization causes cursor jumping that should not exist.","R_31gfBOKM2byBIui",1,35,0.608511063404532,NA,NA
"4391","R_9two6j7jnJw4hTX",0,NA,"-","-","","R_31gfm8uYG9WV92J",1,18,-0.282842712474619,NA,NA
"4392","R_cNNnUnFCsDPQKwF",111,-0.664410597026749,"c(""correct"", ""correct"")","c(""ripoff"", ""error"", ""problem"", ""issue"", ""unfortunately"", ""issue"", ""hung"", ""problem"", ""ripoff"")","During the install process stop redirecting users to a forigen rip-off web site. 2 years in a row during the install my computer indicate an error and a phone number was provided to identify and correct the problem.  Called the number and the forigen gentleman indicated that I had a virus/security issue that he could fix for $150, unfortunately I bit.  This year the same thing happened and now they wanted $250+ to correct the issue.  I hung up on him and ran my scanners and corrected the problem.  Why does MS allow this to happen, it’s their program redirecting individuals to these ripoff web sites,  doesn’t happen with Apple.","R_31gtBXmsH6vj07k",1,14,0,NA,NA
"4393","R_25GjDTEIQzKFSOf",54,0.272165526975909,"c(""nice"", ""great"", ""available"", ""enjoying"")","-","The automatic updates and the new features that are regularly rolled out are nice to have.  Not having to wait or continually purchase software CDs to clutter one's desk or drawer is great.  I've been figuring out the various programs that are included with Office 365 that weren't always available before.  I am enjoying Office 365.","R_31gXHpyUbCSNV4E",1,0,NA,NA,NA
